account_number,prop_state,prop_zip,unpaid_balance,interest_rate,loan_type,origination_date,ltv,unique_id,prepayment_score,refinance_score,purchase_score,heloc_score,borrower_persona,new_product_description_refi,new_pi_savings_mo_refi,new_cashout_refi,new_product_description_co,new_pi_savings_mo_co,new_cashout_co,new_product_description_pf,new_pi_savings_mo_pf,new_cashout_pf,new_product_description_pc,new_pi_savings_mo_pc,new_cashout_pc
1448952331,MI,49837,100000,3,C,8/30/2019,60,2673,200,700,800,500,Conservative,20 YR FIXED CONFORMING,250,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952349,AL,35055,100000,3,C,8/30/2019,60,2674,200,700,400,700,Upgrader,20 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952356,IL,61761,100000,3,C,8/30/2019,60,2675,300,200,600,200,Refinancer,20 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952364,AZ,85257,100000,3,C,8/30/2019,20,2676,400,800,300,200,Refinancer,30 YR FIXED CONFORMING,0,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952372,OR,97089,100000,3,C,8/30/2019,20,2677,400,0,0,800,Downsizer,30 YR FIXED CONFORMING,0,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952380,NC,28139,100000,3,C,8/30/2019,40,2678,600,800,500,700,Downsizer,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952398,AZ,85201,100000,3,C,8/30/2019,40,2679,100,100,0,0,Downsizer,20 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,0,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952406,AZ,85022,50000,3,C,8/30/2019,60,2680,0,600,300,100,Upgrader,20 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952422,CT,6804,300000,3,C,8/30/2019,60,2681,700,900,400,200,Investor,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,350,50000,30 YR FIXED FHA,100,50000,30 YR FIXED CONFORMING,400,50000
1448952505,MI,48329,150000,3,C,8/30/2019,60,2682,800,500,600,300,Upgrader,20 YR FIXED CONFORMING,350,-1,30 YR FIXED CONFORMING,450,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448952521,NJ,7410,300000,3,C,8/30/2019,60,2683,900,600,600,300,Refinancer,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,50000,30 YR FIXED FHA,500,50000,30 YR FIXED CONFORMING,500,50000
1448952554,CT,6481,150000,5,C,8/30/2019,60,2684,900,400,600,200,Downsizer,30 YR FIXED CONFORMING,250,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448952562,PA,18104,100000,4,C,8/30/2019,80,2685,600,100,100,500,Investor,30 YR FIXED FHA,0,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952588,SC,29572,50000,5,C,8/30/2019,20,2686,0,900,600,500,Conservative,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,150000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952596,AL,36695,100000,2,C,8/30/2019,60,2687,100,600,300,200,Conservative,20 YR FIXED CONFORMING,250,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952604,ID,83814,100000,2,C,8/30/2019,40,2688,0,900,500,900,Downsizer,20 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,50,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952612,AZ,85306,150000,4,C,8/30/2019,60,2689,900,900,500,600,Downsizer,30 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448952653,KY,40361,100000,3,C,8/30/2019,80,2690,400,500,200,600,Investor,30 YR FIXED FHA,-1,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952703,AZ,85203,250000,3,C,8/30/2019,60,2691,100,0,100,600,Refinancer,30 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,100000,30 YR FIXED CONFORMING,-1,100000
1448952778,CO,80602,200000,3,C,8/28/2019,40,2692,900,300,400,500,Upgrader,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,150000,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448952786,MA,1752,150000,3,C,8/30/2019,40,2693,500,700,800,600,Refinancer,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448952802,AZ,85040,100000,3,C,8/30/2019,40,2694,300,800,800,200,Upgrader,30 YR FIXED CONFORMING,0,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952810,MI,48101,50000,4,C,8/30/2019,60,2695,200,700,700,100,Conservative,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952828,IL,60002,200000,4,C,8/30/2019,60,2696,100,300,600,200,Investor,20 YR FIXED CONFORMING,500,-1,,,,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,200,150000
1448952851,IL,60639,150000,3,C,9/3/2019,60,2697,800,800,400,700,Upgrader,20 YR FIXED CONFORMING,350,-1,30 YR FIXED CONFORMING,450,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448952869,MN,55390,100000,2,C,9/3/2019,20,2698,200,900,500,200,Refinancer,20 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448952901,CA,95640,150000,3,C,9/4/2019,40,2699,600,200,800,0,Upgrader,20 YR FIXED CONFORMING,300,-1,30 YR FIXED CONFORMING,0,100000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448952919,VA,20175,400000,3,C,9/3/2019,60,2700,700,800,100,700,Refinancer,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,100000,30 YR FIXED FHA,500,-1,30 YR FIXED CONFORMING,500,-1
1448952927,CA,90650,300000,3,C,9/5/2019,60,2701,500,900,600,700,Refinancer,30 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,50000,30 YR FIXED CONFORMING,0,50000
1448952950,OK,74437,200000,4,C,8/29/2019,80,2702,700,800,600,0,Refinancer,30 YR FIXED FHA,50,-1,,,,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448952992,NV,89118,150000,3,C,9/3/2019,60,2703,600,200,700,0,Downsizer,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,0,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448953016,IL,60164,150000,3,C,9/4/2019,80,2704,0,400,200,800,Upgrader,30 YR FIXED FHA,-1,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448953024,NV,89011,300000,3,C,8/30/2019,60,2705,800,700,0,200,Refinancer,30 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,150,0,30 YR FIXED FHA,-1,50000,30 YR FIXED CONFORMING,-1,50000
1448953040,WA,98901,200000,3,C,9/3/2019,60,2706,500,400,400,0,Conservative,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,0,0,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448953107,CA,94605,250000,3,C,9/3/2019,60,2707,100,900,700,800,Refinancer,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,50000,30 YR FIXED FHA,50,100000,30 YR FIXED CONFORMING,350,100000
1448953156,GA,30021,150000,4,C,8/30/2019,80,2708,600,400,100,500,Downsizer,30 YR FIXED FHA,0,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448953172,NJ,8322,150000,3,C,9/3/2019,60,2709,700,600,600,500,Upgrader,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,0,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448953214,SC,29707,250000,4,C,9/5/2019,40,2710,200,400,100,400,Refinancer,30 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,-1,150000,30 YR FIXED FHA,-1,100000,30 YR FIXED CONFORMING,-1,100000
1448953297,GA,30339,100000,3,C,8/30/2019,60,2711,100,100,700,600,Downsizer,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448953305,GA,31558,100000,3,C,8/30/2019,60,2712,500,600,200,600,Investor,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448953313,OR,97603,100000,4,C,8/30/2019,40,2713,700,700,100,100,Investor,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448953321,MT,59501,100000,4,C,8/30/2019,80,2714,200,300,500,700,Upgrader,30 YR FIXED FHA,0,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448953339,IN,46123,100000,3,C,9/4/2019,60,2715,400,500,0,900,Conservative,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448953347,UT,84059,150000,4,C,8/30/2019,60,2716,100,0,200,600,Refinancer,30 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448953354,MI,49015,150000,3,C,8/27/2019,20,2717,0,100,0,600,Conservative,20 YR FIXED CONFORMING,350,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448953370,MI,49601,50000,2,C,9/3/2019,40,2718,800,500,600,500,Upgrader,20 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,100,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954089,CA,92223,150000,3,C,8/30/2019,60,2719,100,400,800,700,Upgrader,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448954113,AZ,85704,100000,3,C,9/9/2019,60,2720,0,800,500,800,Investor,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954121,PA,18011,100000,3,C,9/6/2019,40,2721,600,500,700,200,Investor,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954162,AL,36117,50000,3,C,9/9/2019,60,2722,500,600,600,500,Upgrader,20 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954170,IL,62703,100000,3,C,9/6/2019,60,2723,900,100,800,100,Investor,20 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954196,NV,89512,200000,3,C,9/6/2019,60,2724,200,300,700,400,Refinancer,20 YR FIXED CONFORMING,400,-1,30 YR FIXED CONFORMING,500,50000,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448954204,MA,1545,150000,3,C,9/5/2019,20,2725,200,600,900,300,Upgrader,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,50,150000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448954212,TN,37086,200000,3,C,9/6/2019,40,2726,500,0,600,900,Investor,20 YR FIXED CONFORMING,400,-1,30 YR FIXED CONFORMING,450,50000,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448954238,OH,45231,100000,3,C,9/6/2019,60,2727,500,600,700,600,Refinancer,20 YR FIXED CONFORMING,300,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954246,CO,80033,150000,3,C,9/6/2019,40,2728,500,800,800,900,Downsizer,20 YR FIXED CONFORMING,350,-1,30 YR FIXED CONFORMING,250,50000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448954253,OH,44216,100000,4,C,9/5/2019,60,2729,100,900,500,500,Conservative,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954279,IN,46901,100000,4,C,9/5/2019,60,2730,800,100,400,100,Upgrader,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954287,TX,75216,50000,4,C,9/6/2019,40,2731,300,600,400,900,Downsizer,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954295,AL,35811,100000,3,C,9/6/2019,60,2732,900,400,700,900,Conservative,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954303,TN,37307,100000,3,C,9/6/2019,60,2733,0,700,800,900,Upgrader,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954329,CA,92585,200000,4,C,9/9/2019,60,2734,900,100,0,400,Upgrader,30 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,50,0,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448954352,IL,60628,100000,4,C,9/6/2019,80,2735,600,500,500,400,Refinancer,30 YR FIXED FHA,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954360,PA,18344,100000,3,C,9/6/2019,60,2736,100,600,600,700,Downsizer,20 YR FIXED CONFORMING,250,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954378,FL,34787,100000,3,C,9/6/2019,40,2737,100,400,700,0,Refinancer,20 YR FIXED CONFORMING,300,-1,30 YR FIXED CONFORMING,250,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954402,CA,90660,50000,3,C,9/6/2019,20,2738,500,300,0,100,Downsizer,20 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,-1,150000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954410,CO,81125,100000,4,C,9/6/2019,40,2739,100,500,300,900,Refinancer,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954436,WA,98671,150000,3,C,9/5/2019,40,2740,800,500,200,0,Conservative,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448954444,MI,48326,100000,3,C,9/6/2019,60,2741,600,600,400,0,Upgrader,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954469,CO,80005,300000,4,C,9/5/2019,60,2742,600,200,700,0,Downsizer,30 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,0,50000,30 YR FIXED FHA,-1,50000,30 YR FIXED CONFORMING,-1,50000
1448954485,NC,27707,50000,3,C,9/3/2019,20,2743,300,0,100,500,Investor,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,150,150000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954493,CO,80440,150000,2,C,9/9/2019,40,2744,700,100,300,800,Refinancer,20 YR FIXED CONFORMING,350,-1,30 YR FIXED CONFORMING,0,150000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448954501,NC,28127,300000,3,C,9/6/2019,20,2745,400,300,800,200,Investor,20 YR FIXED CONFORMING,500,-1,,,,30 YR FIXED FHA,450,50000,30 YR FIXED CONFORMING,500,50000
1448954519,PA,19131,50000,3,C,9/4/2019,80,2746,500,700,600,200,Investor,15 YR FIXED FHA,0,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954527,CA,92544,100000,3,C,9/5/2019,40,2747,100,600,900,400,Investor,20 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,100,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954543,AZ,85140,150000,3,C,9/9/2019,60,2748,100,0,700,300,Conservative,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448954550,NC,27713,100000,3,C,9/3/2019,40,2749,300,400,900,500,Investor,20 YR FIXED CONFORMING,300,-1,30 YR FIXED CONFORMING,100,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954568,MA,2169,200000,3,C,9/5/2019,40,2750,600,900,800,300,Investor,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,150000,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448954626,CA,93618,150000,4,C,9/9/2019,60,2751,600,700,400,700,Downsizer,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448954642,CA,93021,250000,4,C,9/5/2019,80,2752,600,0,400,700,Refinancer,30 YR FIXED FHA,50,-1,,,,30 YR FIXED FHA,-1,100000,30 YR FIXED CONFORMING,-1,100000
1448954667,FL,33573,100000,3,C,9/9/2019,40,2753,300,0,900,600,Investor,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954683,GA,30093,50000,3,C,9/3/2019,80,2754,0,900,0,600,Upgrader,30 YR FIXED FHA,0,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954691,SC,29702,0,4,C,9/9/2019,0,2755,200,300,700,800,Refinancer,15 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,-1,150000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954741,IN,46140,100000,3,C,9/9/2019,60,2756,700,0,100,700,Upgrader,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,350,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954766,NJ,8401,50000,4,C,9/9/2019,60,2757,600,800,700,500,Investor,20 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954774,IN,47854,100000,3,C,9/9/2019,60,2758,400,300,800,500,Refinancer,20 YR FIXED CONFORMING,250,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954782,MA,1605,50000,4,C,9/9/2019,60,2759,600,700,100,0,Refinancer,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954832,NJ,7722,100000,3,C,9/12/2019,20,2760,400,400,200,500,Investor,20 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954857,GA,30087,150000,4,C,9/9/2019,80,2761,0,300,600,900,Upgrader,30 YR FIXED FHA,50,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448954865,TN,37128,150000,3,C,9/9/2019,60,2762,0,100,700,900,Conservative,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448954907,CA,91360,550000,3,C,9/10/2019,60,2763,600,100,500,700,Upgrader,20 YR FIXED CONFORMING,500,-1,30 YR FIXED HI BAL,500,150000,30 YR FIXED FHA,500,-1,30 YR FIXED CONFORMING,500,-1
1448954915,CA,95377,250000,3,C,9/13/2019,40,2764,700,100,300,100,Upgrader,30 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,100000,30 YR FIXED CONFORMING,-1,100000
1448954956,CO,80538,150000,3,C,9/11/2019,40,2765,0,0,100,700,Conservative,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448954972,MO,63049,100000,3,C,9/11/2019,60,2766,300,700,100,100,Refinancer,20 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,100,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954980,GA,31410,50000,4,C,9/11/2019,20,2767,600,200,800,700,Conservative,30 YR FIXED CONFORMING,0,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448954998,KY,40220,150000,3,C,9/9/2019,80,2768,0,400,500,600,Upgrader,30 YR FIXED FHA,0,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955003,CO,80003,150000,3,C,9/9/2019,60,2769,0,600,500,500,Downsizer,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955029,AZ,85224,150000,3,C,9/12/2019,60,2770,0,700,700,600,Upgrader,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955037,MI,49548,50000,4,C,9/13/2019,40,2771,900,700,800,200,Upgrader,20 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,100,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448955052,VT,5363,150000,4,C,9/5/2019,60,2772,400,600,100,900,Conservative,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955060,AZ,85388,150000,3,C,9/12/2019,40,2773,100,700,800,400,Conservative,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955086,PA,19148,150000,4,C,9/10/2019,60,2774,300,800,700,700,Downsizer,30 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,50,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955102,MS,38801,150000,4,C,9/16/2019,40,2775,300,200,100,900,Refinancer,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955110,CA,95820,150000,3,C,9/11/2019,40,2776,500,200,400,100,Conservative,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955128,TN,38016,150000,3,C,9/11/2019,60,2777,200,700,700,800,Refinancer,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955144,AK,99518,100000,3,C,9/11/2019,40,2778,700,200,300,700,Upgrader,30 YR FIXED CONFORMING,0,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448955151,FL,33573,150000,3,C,9/13/2019,60,2779,900,100,0,200,Investor,20 YR FIXED CONFORMING,400,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955169,IL,60176,100000,3,C,9/16/2019,20,2780,700,400,800,800,Conservative,20 YR FIXED CONFORMING,450,-1,30 YR FIXED CONFORMING,-1,200000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448955177,NC,28226,150000,3,C,9/12/2019,60,2781,300,100,200,300,Conservative,20 YR FIXED CONFORMING,300,-1,30 YR FIXED CONFORMING,450,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955201,NV,89143,150000,2,C,9/13/2019,40,2782,400,500,400,200,Upgrader,20 YR FIXED CONFORMING,350,-1,30 YR FIXED CONFORMING,300,50000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955219,MI,48072,100000,2,C,9/13/2019,40,2783,700,200,100,400,Refinancer,20 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,150,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448955227,NC,28098,150000,4,C,9/12/2019,60,2784,900,0,400,900,Investor,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955235,LA,70458,150000,4,C,9/10/2019,60,2785,0,100,300,500,Refinancer,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955243,KS,66539,150000,3,C,9/16/2019,80,2786,400,700,100,600,Upgrader,30 YR FIXED FHA,0,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955250,MN,55403,250000,3,C,9/13/2019,60,2787,100,400,300,300,Refinancer,30 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,0,50000,30 YR FIXED FHA,-1,100000,30 YR FIXED CONFORMING,-1,100000
1448955268,MN,55744,150000,3,C,9/16/2019,60,2788,600,600,200,700,Investor,20 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955276,PA,15071,100000,3,C,9/13/2019,40,2789,100,300,400,900,Investor,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,150,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448955284,CO,81657,200000,3,C,9/12/2019,60,2790,0,700,700,100,Downsizer,20 YR FIXED CONFORMING,450,-1,30 YR FIXED CONFORMING,500,50000,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,50,150000
1448955292,CA,92395,150000,4,C,9/12/2019,60,2791,600,200,500,200,Conservative,30 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448955300,MT,59718,100000,4,C,9/12/2019,40,2792,400,800,900,800,Downsizer,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
